dato;trekning;sektor;sporsmal;motor;modell;alias_capte;entitet;kategori;kilde;note
2026-09-21;T2;it_saas;Q1;Gemini;Flash-Lite;Itera;Itera;konsulent;minne;
2026-09-21;T2;it_saas;Q1;Gemini;Flash-Lite;Crayon;Crayon;konsulent;minne;
2026-09-21;T2;it_saas;Q1;Gemini;Flash-Lite;8f71e612ab27;8f71e612ab27;hors_panel;minne;
2026-09-21;T2;it_saas;Q1;Gemini;Flash-Lite;93e4b0c5692f;93e4b0c5692f;konsulent;minne;
2026-09-21;T2;it_saas;Q1;Gemini;Flash-Lite;556bd91be7c8;556bd91be7c8;hors_panel;minne;
2026-09-21;T2;it_saas;Q1;Gemini;Flash-Lite;74aaf37dc504;74aaf37dc504;konsulent;minne;
2026-09-21;T2;it_saas;Q1;Gemini;Flash-Lite;54f438fbcc34;54f438fbcc34;hors_panel;minne;
2026-09-21;T2;it_saas;Q1;Gemini;Flash-Lite;262f3309f5d8;262f3309f5d8;hors_panel;minne;
2026-09-21;T2;it_saas;Q1;ChatGPT;gratis utlogget (modell ikke vist);Knowit AS;Knowit;konsulent;sok;
2026-09-21;T2;it_saas;Q1;ChatGPT;gratis utlogget (modell ikke vist);Itera;Itera;konsulent;sok;
2026-09-21;T2;it_saas;Q1;ChatGPT;gratis utlogget (modell ikke vist);Webstep Oslo;Webstep;konsulent;sok;
2026-09-21;T2;it_saas;Q1;ChatGPT;gratis utlogget (modell ikke vist);Capra;Capra;konsulent;sok;
2026-09-21;T2;it_saas;Q1;ChatGPT;gratis utlogget (modell ikke vist);8f71e612ab27;8f71e612ab27;hors_panel;sok;
2026-09-21;T2;it_saas;Q1;ChatGPT;gratis utlogget (modell ikke vist);d33e4f5c598e;d33e4f5c598e;konsulent;sok;
2026-09-21;T2;it_saas;Q1;ChatGPT;gratis utlogget (modell ikke vist);7ad994f37894;7ad994f37894;konsulent;sok;
2026-09-21;T2;it_saas;Q1;ChatGPT;gratis utlogget (modell ikke vist);2682befe124b;2682befe124b;konsulent;sok;
2026-09-21;T2;it_saas;Q1;ChatGPT;gratis utlogget (modell ikke vist);556bd91be7c8;556bd91be7c8;hors_panel;sok;
2026-09-21;T2;it_saas;Q1;ChatGPT;gratis utlogget (modell ikke vist);4301701f5b9f;4301701f5b9f;hors_panel;sok;
2026-09-21;T2;it_saas;Q1;ChatGPT;gratis utlogget (modell ikke vist);957bb85f3732;957bb85f3732;hors_panel;sok;
2026-09-21;T2;it_saas;Q1;Copilot;Automatisk;Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-21;T2;it_saas;Q1;Copilot;Automatisk;Bekk;Bekk;konsulent;sok;
2026-09-21;T2;it_saas;Q1;Copilot;Automatisk;Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q1;Copilot;Automatisk;Kantega;Kantega;konsulent;sok;
2026-09-21;T2;it_saas;Q1;Copilot;Automatisk;Computas;Computas;konsulent;sok;
2026-09-21;T2;it_saas;Q1;Copilot;Automatisk;Netlight;Netlight;konsulent;sok;
2026-09-21;T2;it_saas;Q1;Copilot;Automatisk;Accenture;Accenture;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;Capgemini;Capgemini;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;Accenture;Accenture;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;Netcompany;Netcompany Norge;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;afef56aa9862;afef56aa9862;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;d371346ceb59;d371346ceb59;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;5e1be44c61aa;5e1be44c61aa;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;Crayon;Crayon;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;4301701f5b9f;4301701f5b9f;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;Evry/Tietoevry;Tietoevry;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;Computas;Computas;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;0515ceb85537;0515ceb85537;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;40c291bccc24;40c291bccc24;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;d0cd344a6360;d0cd344a6360;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;Frend;Frend;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Claude;Sonnet 5 Medium;e8ce2e987bee;e8ce2e987bee;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Knowit;Knowit;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Perplexity;Søk + avansert søk (gratis forhåndsvisning);c859e1651271;c859e1651271;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Arktaria;Arktaria;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Perplexity;Søk + avansert søk (gratis forhåndsvisning);A-2;A-2;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Frend;Frend;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Perplexity;Søk + avansert søk (gratis forhåndsvisning);bff896d9126c;bff896d9126c;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Perplexity;Søk + avansert søk (gratis forhåndsvisning);259e0c3b943a;259e0c3b943a;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Perplexity;Søk + avansert søk (gratis forhåndsvisning);dda8d4ff7f54;dda8d4ff7f54;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Perplexity;Søk + avansert søk (gratis forhåndsvisning);556bd91be7c8;556bd91be7c8;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Perplexity;Søk + avansert søk (gratis forhåndsvisning);afef56aa9862;afef56aa9862;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Gemini;Flash-Lite;Frend Digital;Frend;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Gemini;Flash-Lite;Solea;Solea;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Gemini;Flash-Lite;Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Gemini;Flash-Lite;Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Gemini;Flash-Lite;Evry/Tietoevry;Tietoevry;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Gemini;Flash-Lite;Holte Consulting;Holte Consulting;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Gemini;Flash-Lite;cedd11a80c4a;cedd11a80c4a;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Gemini;Flash-Lite;5e1be44c61aa;5e1be44c61aa;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Gemini;Flash-Lite;afef56aa9862;afef56aa9862;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Gemini;Flash-Lite;d371346ceb59;d371346ceb59;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;ChatGPT;gratis utlogget (modell ikke vist);Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-21;T2;it_saas;Q2;ChatGPT;gratis utlogget (modell ikke vist);Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q2;ChatGPT;gratis utlogget (modell ikke vist);Knowit;Knowit;konsulent;sok;
2026-09-21;T2;it_saas;Q2;ChatGPT;gratis utlogget (modell ikke vist);Capgemini;Capgemini;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Copilot;Automatisk;e595a3625478;e595a3625478;hors_panel;sok;
2026-09-21;T2;it_saas;Q2;Copilot;Automatisk;ca143f8d3c97;ca143f8d3c97;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Copilot;Automatisk;Arktaria;Arktaria;konsulent;sok;
2026-09-21;T2;it_saas;Q2;Copilot;Automatisk;259e0c3b943a;259e0c3b943a;hors_panel;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Tietoevry;Tietoevry;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Knowit;Knowit;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Netcompany Norway;Netcompany Norge;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Bekk;Bekk;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Computas;Computas;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Capra;Capra;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Itera;Itera;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Webstep;Webstep;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Crayon;Crayon;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Variant;Variant;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;2f56dc2af3ac;2f56dc2af3ac;hors_panel;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;a484eaa12fb3;a484eaa12fb3;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;Senitel;Senitel Consulting;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;972f76accfd5;972f76accfd5;hors_panel;sok;
2026-09-21;T2;it_saas;Q3;Claude;Sonnet 5 Medium;212d0e871002;212d0e871002;hors_panel;sok;
2026-09-21;T2;it_saas;Q3;ChatGPT;gratis utlogget (modell ikke vist);Computas;Computas;konsulent;sok;
2026-09-21;T2;it_saas;Q3;ChatGPT;gratis utlogget (modell ikke vist);Knowit AS;Knowit;konsulent;sok;
2026-09-21;T2;it_saas;Q3;ChatGPT;gratis utlogget (modell ikke vist);Capra;Capra;konsulent;sok;
2026-09-21;T2;it_saas;Q3;ChatGPT;gratis utlogget (modell ikke vist);Bekk;Bekk;konsulent;sok;
2026-09-21;T2;it_saas;Q3;ChatGPT;gratis utlogget (modell ikke vist);Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q3;ChatGPT;gratis utlogget (modell ikke vist);Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-21;T2;it_saas;Q3;ChatGPT;gratis utlogget (modell ikke vist);Netcompany;Netcompany Norge;konsulent;sok;
2026-09-21;T2;it_saas;Q3;ChatGPT;gratis utlogget (modell ikke vist);Itera;Itera;konsulent;sok;
2026-09-21;T2;it_saas;Q3;ChatGPT;gratis utlogget (modell ikke vist);6690ccd9c08e;6690ccd9c08e;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Gemini;Flash-Lite;Bekk;Bekk;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Gemini;Flash-Lite;Itera;Itera;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Gemini;Flash-Lite;Computas;Computas;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Gemini;Flash-Lite;Capgemini Norge;Capgemini;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Gemini;Flash-Lite;Miles;Miles;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Accenture;Accenture;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Capgemini;Capgemini;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Knowit (nå også med Cybercom);Knowit;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Bekk;Bekk;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Itera;Itera;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Miles;Miles;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Netlight;Netlight;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Crayon;Crayon;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Computas;Computas;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Copilot;Automatisk;Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Copilot;Automatisk;Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Copilot;Automatisk;Capgemini Norge AS;Capgemini;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Copilot;Automatisk;Kantega AS;Kantega;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Copilot;Automatisk;Yne AS;Yne;konsulent;sok;
2026-09-21;T2;it_saas;Q3;Copilot;Automatisk;XLENT;XLENT;konsulent;sok;
2026-09-21;T2;it_saas;Q4;ChatGPT;gratis utlogget (modell ikke vist);9d7beefbbde8;9d7beefbbde8;konsulent;sok;
2026-09-21;T2;it_saas;Q4;ChatGPT;gratis utlogget (modell ikke vist);ffb180385419;ffb180385419;konsulent;sok;
2026-09-21;T2;it_saas;Q4;ChatGPT;gratis utlogget (modell ikke vist);ee7b2fb97da9;ee7b2fb97da9;hors_panel;sok;
2026-09-21;T2;it_saas;Q4;ChatGPT;gratis utlogget (modell ikke vist);4840df45a937;4840df45a937;hors_panel;sok;
2026-09-21;T2;it_saas;Q4;ChatGPT;gratis utlogget (modell ikke vist);a8c59b136301;a8c59b136301;konsulent;sok;
2026-09-21;T2;it_saas;Q4;ChatGPT;gratis utlogget (modell ikke vist);Ramora;Ramora;konsulent;sok;
2026-09-21;T2;it_saas;Q4;Gemini;Flash-Lite;;;ingen;minne;
2026-09-21;T2;it_saas;Q4;Claude;Sonnet 5 Medium;;;ingen;minne;
2026-09-21;T2;it_saas;Q4;Perplexity;Søk + avansert søk (gratis forhåndsvisning);4840df45a937;4840df45a937;hors_panel;sok;
2026-09-21;T2;it_saas;Q4;Perplexity;Søk + avansert søk (gratis forhåndsvisning);ad642d240e04;ad642d240e04;hors_panel;sok;
2026-09-21;T2;it_saas;Q4;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Ramora;Ramora;konsulent;sok;
2026-09-21;T2;it_saas;Q4;Perplexity;Søk + avansert søk (gratis forhåndsvisning);2e9f0ddcb25d;2e9f0ddcb25d;konsulent;sok;
2026-09-21;T2;it_saas;Q4;Perplexity;Søk + avansert søk (gratis forhåndsvisning);DIRA;DIRA;konsulent;sok;
2026-09-21;T2;it_saas;Q4;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Intelli;Intelli;konsulent;sok;
2026-09-21;T2;it_saas;Q4;Copilot;Automatisk;;;ingen;minne;
2026-09-21;T2;it_saas;Q5;Claude;Sonnet 5 Medium;Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Claude;Sonnet 5 Medium;Accenture Norge;Accenture;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Claude;Sonnet 5 Medium;Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Claude;Sonnet 5 Medium;5e1be44c61aa;5e1be44c61aa;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Claude;Sonnet 5 Medium;4301701f5b9f;4301701f5b9f;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Claude;Sonnet 5 Medium;957bb85f3732;957bb85f3732;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Claude;Sonnet 5 Medium;556bd91be7c8;556bd91be7c8;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Claude;Sonnet 5 Medium;e70440e81fad;e70440e81fad;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);2f855f903374;2f855f903374;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);556bd91be7c8;556bd91be7c8;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);6936eeb1b54d;6936eeb1b54d;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Nimtech;Nimtech;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);ee7b2fb97da9;ee7b2fb97da9;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Accenture;Accenture;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Capgemini;Capgemini;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);Computas;Computas;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);5e1be44c61aa;5e1be44c61aa;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);afef56aa9862;afef56aa9862;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);d371346ceb59;d371346ceb59;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);8d2d5c8c55d6;8d2d5c8c55d6;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);1f7bbad4bd39;1f7bbad4bd39;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);81afb842d9ff;81afb842d9ff;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);1abb3f556fb6;1abb3f556fb6;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);0830accd2a2c;0830accd2a2c;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning);9c2398e82343;9c2398e82343;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Gemini;Flash-Lite;Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Gemini;Flash-Lite;Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Gemini;Flash-Lite;Capgemini;Capgemini;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Gemini;Flash-Lite;d371346ceb59;d371346ceb59;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;Gemini;Flash-Lite;CGI;CGI Norge;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Gemini;Flash-Lite;CloudNorway;CloudNorway;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Gemini;Flash-Lite;Arribatec;Arribatec;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Gemini;Flash-Lite;89c616cc02b0;89c616cc02b0;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Gemini;Flash-Lite;Integral;Integral Consulting;konsulent;sok;
2026-09-21;T2;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist);88b60b41a443;88b60b41a443;konsulent;sok;
2026-09-21;T2;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist);Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-21;T2;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist);Integral Consulting;Integral Consulting;konsulent;sok;
2026-09-21;T2;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist);764a62ec8993;764a62ec8993;konsulent;sok;
2026-09-21;T2;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist);2f855f903374;2f855f903374;hors_panel;sok;
2026-09-21;T2;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist);e163604c74f6;e163604c74f6;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Copilot;Automatisk;CGI Norge;CGI Norge;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Copilot;Automatisk;Accenture Norge;Accenture;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Copilot;Automatisk;Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Copilot;Automatisk;Bouvet;Bouvet;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Copilot;Automatisk;Crayon;Crayon;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Copilot;Automatisk;Arribatec;Arribatec;konsulent;sok;
2026-09-21;T2;it_saas;Q5;Copilot;Automatisk;4301701f5b9f;4301701f5b9f;hors_panel;sok;
