dato;trekning;sektor;sporsmal;motor;modell;alias_capte;entitet;kategori;kilde;note
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);Knowit;Knowit;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);Bouvet;Bouvet;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);Computas;Computas;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);957bb85f3732;957bb85f3732;hors_panel;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);556bd91be7c8;556bd91be7c8;hors_panel;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);e4362f885847;e4362f885847;hors_panel;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);ee7b2fb97da9;ee7b2fb97da9;hors_panel;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);4a73aa57422a;4a73aa57422a;hors_panel;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);c8dc0b28f267;c8dc0b28f267;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);bc64e3460d71;bc64e3460d71;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);1e02362c8841;1e02362c8841;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);4d838304c14a;4d838304c14a;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);2981318a4fdd;2981318a4fdd;konsulent;sok;
2026-09-20;T1;it_saas;Q4;ChatGPT;gratis utlogget (modell ikke vist) (per protokoll);;;ingen;sok;
2026-09-20;T1;it_saas;Q4;Gemini;Flash-Lite (per protokoll);;;ingen;sok;
2026-09-20;T1;it_saas;Q4;Claude;Sonnet 5 Medium (per protokoll);;;ingen;sok;
2026-09-20;T1;it_saas;Q4;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);Ramora;Ramora;konsulent;sok;
2026-09-20;T1;it_saas;Q4;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);c94b84d99405;c94b84d99405;hors_panel;sok;
2026-09-20;T1;it_saas;Q4;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);ad642d240e04;ad642d240e04;hors_panel;sok;
2026-09-20;T1;it_saas;Q4;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);Intelli;Intelli;konsulent;sok;
2026-09-20;T1;it_saas;Q4;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);DIRA;DIRA;konsulent;sok;
2026-09-20;T1;it_saas;Q4;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);4840df45a937;4840df45a937;hors_panel;sok;
2026-09-20;T1;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist) (per protokoll);Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-20;T1;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist) (per protokoll);Accenture;Accenture;konsulent;sok;
2026-09-20;T1;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist) (per protokoll);Itera;Itera;konsulent;sok;
2026-09-20;T1;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist) (per protokoll);4301701f5b9f;4301701f5b9f;hors_panel;sok;
2026-09-20;T1;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist) (per protokoll);Bouvet;Bouvet;konsulent;sok;
2026-09-20;T1;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist) (per protokoll);Knowit;Knowit;konsulent;sok;
2026-09-20;T1;it_saas;Q5;ChatGPT;gratis utlogget (modell ikke vist) (per protokoll);Netcompany;Netcompany Norge;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Gemini;Flash-Lite (per protokoll);4301701f5b9f;4301701f5b9f;hors_panel;sok;
2026-09-20;T1;it_saas;Q5;Gemini;Flash-Lite (per protokoll);Bouvet;Bouvet;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Gemini;Flash-Lite (per protokoll);Capgemini;Capgemini;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Gemini;Flash-Lite (per protokoll);CloudNorway;CloudNorway;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Gemini;Flash-Lite (per protokoll);Arribatec;Arribatec;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Gemini;Flash-Lite (per protokoll);ee7b2fb97da9;ee7b2fb97da9;hors_panel;sok;
2026-09-20;T1;it_saas;Q5;Gemini;Flash-Lite (per protokoll);d6c6c95ee7f2;d6c6c95ee7f2;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Gemini;Flash-Lite (per protokoll);cf14e60a3337;cf14e60a3337;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Claude;Sonnet 5 Medium (per protokoll);Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Claude;Sonnet 5 Medium (per protokoll);Accenture Norge;Accenture;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Claude;Sonnet 5 Medium (per protokoll);Bouvet;Bouvet;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Claude;Sonnet 5 Medium (per protokoll);5e1be44c61aa;5e1be44c61aa;hors_panel;sok;
2026-09-20;T1;it_saas;Q5;Claude;Sonnet 5 Medium (per protokoll);4301701f5b9f;4301701f5b9f;hors_panel;sok;
2026-09-20;T1;it_saas;Q5;Claude;Sonnet 5 Medium (per protokoll);556bd91be7c8;556bd91be7c8;hors_panel;sok;
2026-09-20;T1;it_saas;Q5;Claude;Sonnet 5 Medium (per protokoll);957bb85f3732;957bb85f3732;hors_panel;sok;
2026-09-20;T1;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);Computas;Computas;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);Nimtech;Nimtech;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);Bouvet;Bouvet;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);Accenture;Accenture;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);Capgemini;Capgemini;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);b1ee87b9c78d;b1ee87b9c78d;hors_panel;sok;
2026-09-20;T1;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);1f7bbad4bd39;1f7bbad4bd39;hors_panel;sok;
2026-09-20;T1;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);81afb842d9ff;81afb842d9ff;hors_panel;sok;
2026-09-20;T1;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);cdf8f91e7ca4;cdf8f91e7ca4;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);0b3b53103525;0b3b53103525;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Perplexity;Søk + avansert søk (gratis forhåndsvisning) (per protokoll);d1decb21e149;d1decb21e149;konsulent;sok;
2026-09-20;T1;it_saas;Q1;Copilot;Automatisk (per protokoll);Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-20;T1;it_saas;Q1;Copilot;Automatisk (per protokoll);Bouvet;Bouvet;konsulent;sok;
2026-09-20;T1;it_saas;Q1;Copilot;Automatisk (per protokoll);Accenture;Accenture;konsulent;sok;
2026-09-20;T1;it_saas;Q1;Copilot;Automatisk (per protokoll);Capgemini Norge;Capgemini;konsulent;sok;
2026-09-20;T1;it_saas;Q1;Copilot;Automatisk (per protokoll);Bekk;Bekk;konsulent;sok;
2026-09-20;T1;it_saas;Q1;Copilot;Automatisk (per protokoll);Tietoevry;Tietoevry;konsulent;sok;
2026-09-20;T1;it_saas;Q1;Copilot;Automatisk (per protokoll);a1c029b8c496;a1c029b8c496;konsulent;sok;
2026-09-20;T1;it_saas;Q2;Copilot;Automatisk (per protokoll);Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-20;T1;it_saas;Q2;Copilot;Automatisk (per protokoll);Capgemini Norge;Capgemini;konsulent;sok;
2026-09-20;T1;it_saas;Q2;Copilot;Automatisk (per protokoll);e595a3625478;e595a3625478;hors_panel;sok;
2026-09-20;T1;it_saas;Q2;Copilot;Automatisk (per protokoll);Bouvet;Bouvet;konsulent;sok;
2026-09-20;T1;it_saas;Q2;Copilot;Automatisk (per protokoll);A-2;A-2;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Copilot;Automatisk (per protokoll);Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Copilot;Automatisk (per protokoll);Bouvet;Bouvet;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Copilot;Automatisk (per protokoll);Kantega;Kantega;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Copilot;Automatisk (per protokoll);210612fe5c42;210612fe5c42;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Copilot;Automatisk (per protokoll);XLENT;XLENT;konsulent;sok;
2026-09-20;T1;it_saas;Q3;Copilot;Automatisk (per protokoll);f39582e42a2e;f39582e42a2e;konsulent;sok;
2026-09-20;T1;it_saas;Q4;Copilot;Automatisk (per protokoll);;;ingen;sok;
2026-09-20;T1;it_saas;Q5;Copilot;Automatisk (per protokoll);Accenture Norge;Accenture;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Copilot;Automatisk (per protokoll);Crayon;Crayon;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Copilot;Automatisk (per protokoll);Bouvet;Bouvet;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Copilot;Automatisk (per protokoll);Sopra Steria;Sopra Steria;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Copilot;Automatisk (per protokoll);Knowit;Knowit;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Copilot;Automatisk (per protokoll);Capgemini;Capgemini;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Copilot;Automatisk (per protokoll);b2f259538c14;b2f259538c14;konsulent;sok;
2026-09-20;T1;it_saas;Q5;Copilot;Automatisk (per protokoll);d2af38310bdd;d2af38310bdd;konsulent;sok;
